,OrderID,Time Submission,Direction_x,Price Submission,Size Submission,Time Cancellation,lifetime,Size Cancellation,Ask Price 1 Submission,Bid Price 1 Submission,Ask Price 1 Cancellation,Bid Price 1 Cancellation,Effective Spread Start,Effective Spread End,Volatility,Number of Orders Submitted
169,186891047,32:04.6,1,2224500,600,32:04.6,0.003858125,200,2226200,2225000,2226200,2225000,1200,1200,1428.279018,2381
170,190817217,38:19.7,-1,2224100,200,38:19.8,0.02069547,100,2223500,2221900,2223500,2222100,1600,1400,1749.126456,2738
171,193401698,41:51.1,1,2214600,200,41:51.1,0.000476286,100,2216400,2215100,2216400,2215100,1300,1300,3782.495336,2943
172,193442160,41:55.1,1,2214800,200,41:56.0,0.917078283,100,2216700,2215100,2216900,2215200,1600,1700,3858.129854,2961
173,193626940,42:04.1,1,2215900,200,42:04.1,0.001200151,100,2217800,2216500,2217800,2216500,1300,1300,3933.574851,3038
174,198206729,49:39.3,1,2216500,200,49:39.3,0.000461997,100,2218000,2217000,2218000,2217000,1000,1000,2192.921718,2946
175,199100990,51:35.5,1,2216800,200,51:35.9,0.394650412,100,2218600,2218100,2218600,2217000,500,1600,1865.517521,2839
176,199574544,52:38.2,1,2218100,200,52:39.4,1.225299753,100,2220400,2218900,2220400,2219100,1500,1300,1685.704526,2814
177,200237732,53:42.4,1,2217700,200,53:43.0,0.660265387,100,2219500,2218600,2219500,2218600,900,900,1598.813685,3041
178,200248664,53:43.2,1,2217500,200,53:45.2,1.9865567,100,2219500,2218600,2219500,2218100,900,1400,1598.813685,3046
179,200376671,53:54.5,-1,2219200,200,53:54.5,0.004070376,100,2218700,2218000,2218700,2218000,700,700,1581.531435,3084
180,200404464,53:54.9,-1,2219400,200,53:54.9,0.069310436,100,2218700,2218000,2218700,2218000,700,700,1581.531435,3090
181,200406887,53:55.0,-1,2219500,200,53:55.6,0.663316533,100,2218700,2218000,2218500,2218000,700,500,1581.531435,3091
182,200425541,53:55.7,-1,2219700,200,53:55.7,0.001262096,100,2219000,2218000,2219000,2218000,1000,1000,1581.531435,3095
183,200726046,54:38.1,-1,2220400,300,54:38.1,0.001093241,100,2220000,2218200,2220000,2218200,1800,1800,1500.030023,3075
184,201668225,56:52.5,1,2218400,200,56:52.5,0.00225737,100,2220400,2219100,2220400,2219100,1300,1300,1478.068442,2914
185,202400868,58:30.7,-1,2220400,200,58:30.8,0.036769892,100,2219900,2218200,2219900,2218200,1700,1700,1370.147668,2578
186,205478933,04:55.5,-1,2216800,200,04:56.7,1.207526962,100,2216000,2215000,2216000,2215000,1000,1000,1418.716388,2188
187,205680166,05:18.9,-1,2215900,200,05:18.9,0.005350028,100,2215000,2213800,2215000,2213800,1200,1200,1647.171755,2215
188,205719158,05:22.7,-1,2215300,200,05:22.7,0.003542,100,2214400,2213500,2214400,2213500,900,900,1687.380871,2237
189,206597246,07:22.2,1,2214000,200,07:22.3,0.076257183,100,2215800,2214400,2215400,2214400,1400,1000,1968.360762,2210
190,206597872,07:22.3,1,2213900,200,07:22.3,0.007534875,100,2215400,2214400,2215400,2214400,1000,1000,1968.360762,2216
191,207035019,07:48.2,1,2212500,400,07:48.2,0.002907876,100,2214000,2213200,2214000,2213200,800,800,2224.849776,2175
192,207946923,08:50.0,-1,2215100,300,08:50.0,0.002816969,200,2214600,2212800,2214600,2213100,1800,1500,2543.178949,2013
193,208090292,09:04.7,-1,2214000,200,09:04.8,0.087673191,100,2213800,2212200,2213800,2212200,1600,1600,2597.016396,2076
194,209157073,11:06.3,1,2210700,400,11:06.3,0.001140444,100,2212500,2211200,2212500,2211200,1300,1300,2542.930978,1958
195,209157073,11:06.3,1,2210700,400,11:06.3,0.00479642,100,2212500,2211200,2212500,2211200,1300,1300,2542.930978,1958
196,209157073,11:06.3,1,2210700,400,11:06.3,0.00675344,100,2212500,2211200,2212500,2211200,1300,1300,2542.930978,1958
197,209254825,11:08.2,-1,2213500,200,11:08.2,0.000512724,100,2213000,2211400,2213000,2211400,1600,1600,2542.930978,1991
198,210011811,12:26.7,-1,2213300,200,12:28.0,1.30555495,100,2213000,2211700,2213000,2211700,1300,1300,2621.62737,2015
199,211128936,14:44.7,-1,2210700,200,14:44.8,0.099027631,100,2209900,2208600,2209900,2208600,1300,1300,2519.447794,1946
200,211274962,15:08.1,-1,2211600,300,15:08.1,0.001828946,100,2211000,2209300,2211000,2209300,1700,1700,2514.843042,1888
201,212220898,17:18.4,1,2209100,200,17:18.4,0.000472612,100,2211000,2210500,2211000,2210500,500,500,2088.891192,2060
202,212397158,17:47.9,1,2210900,200,17:47.9,0.001527372,100,2213000,2212100,2213000,2212100,900,900,2059.919909,2138
203,212417448,17:50.6,1,2211700,300,17:51.5,0.901839718,100,2213400,2213000,2213400,2213000,400,400,2059.919909,2180
204,212634772,18:27.0,1,2210000,400,18:27.0,0.001886514,100,2212000,2210500,2212000,2210500,1500,1500,2041.033048,2219
205,212634802,18:27.0,1,2209900,200,18:27.0,0.002435029,100,2212000,2210500,2212000,2210500,1500,1500,2041.033048,2220
206,212814659,18:49.8,1,2210000,200,18:49.9,0.019717918,100,2211900,2210700,2211900,2210700,1200,1200,1979.566039,2242
207,212814694,18:49.8,1,2210000,200,18:49.9,0.007829799,100,2211900,2210700,2211900,2210700,1200,1200,1979.566039,2243
208,214254500,21:21.3,1,2211100,200,21:21.3,0.000509158,100,2213800,2211400,2213900,2211400,2400,2500,1368.659825,2208
209,214255060,21:21.4,1,2212100,400,21:21.4,0.000550946,100,2214300,2214200,2214300,2214200,100,100,1455.743657,2252
210,214255060,21:21.4,1,2212100,400,21:21.4,0.001014529,200,2214300,2214200,2214300,2214200,100,100,1455.743657,2252
211,214255117,21:21.4,1,2212400,300,21:21.4,0.000458694,200,2214300,2212400,2214300,2212400,1900,1900,1460.368446,2255
212,216764703,25:14.0,-1,2212200,200,25:14.3,0.31887442,100,2211800,2210300,2211800,2210300,1500,1500,1259.407158,2271
213,217649393,26:29.0,-1,2210400,200,26:29.0,0.029755825,100,2210200,2208300,2210200,2208300,1900,1900,1569.919747,2296
214,218715977,28:09.8,1,2207500,200,28:09.8,0.001167544,100,2209500,2207800,2209800,2207800,1700,2000,1678.872253,2514
215,218986528,28:42.2,1,2209100,200,28:42.2,0.005841023,100,2211000,2209700,2211000,2209700,1300,1300,1660.821912,2606
216,220157719,30:07.2,1,2212100,300,30:07.2,0.000644597,100,2214200,2213000,2214200,2213000,1200,1200,1826.590748,2756
217,221308802,32:41.9,-1,2214400,200,32:42.7,0.827300577,100,2214400,2212800,2214200,2212800,1600,1400,2000.353338,2500
218,221357827,32:44.1,-1,2214400,300,32:44.1,0.000467567,100,2214200,2212800,2214200,2212800,1400,1400,2003.423449,2504
219,222320813,34:48.9,-1,2215100,200,34:49.7,0.861984345,100,2214600,2213400,2214600,2213400,1200,1200,2078.227204,2286
220,222330829,34:49.7,-1,2215200,200,34:51.3,1.600732963,100,2214600,2213400,2214600,2213400,1200,1200,2078.227204,2288
221,222399987,34:58.2,-1,2215200,200,34:59.9,1.687691261,100,2214600,2213400,2214600,2213400,1200,1200,2090.328287,2282
222,222710195,35:58.6,1,2213100,200,35:59.6,0.941076464,100,2214700,2213400,2214700,2213400,1300,1300,2210.097428,2133
223,222840235,36:22.1,1,2213000,200,36:22.2,0.129138157,100,2214800,2213400,2214800,2213400,1400,1400,2292.251289,2037
224,223251132,37:22.6,1,2213500,200,37:23.5,0.840892334,100,2215700,2214000,2215700,2214000,1700,1700,2454.170229,2003
225,224344932,39:55.6,1,2214800,200,39:56.2,0.552293693,100,2216700,2215500,2216700,2215500,1200,1200,2673.773211,1897
226,225092870,41:21.1,1,2215700,200,41:21.1,0.001296051,100,2218000,2216700,2218000,2216700,1300,1300,2441.499556,1825
227,225330213,41:30.4,1,2217100,200,41:30.5,0.066753521,100,2219500,2217600,2219500,2217600,1900,1900,2194.30091,1833
228,225538381,41:38.7,1,2217200,200,41:38.7,0.005156092,100,2219500,2217600,2219500,2217600,1900,1900,2166.984716,1854
229,229174852,46:59.8,-1,2217500,400,46:59.9,0.061942226,200,2216800,2214900,2217100,2215100,1900,2000,1426.268107,1362
230,229174852,46:59.8,-1,2217500,400,46:59.9,0.066784999,100,2216800,2214900,2217500,2215100,1900,2400,1426.268107,1362
231,229194370,47:00.0,-1,2219500,300,47:00.0,0.000469349,100,2218800,2216200,2218800,2216200,2600,2600,1431.251764,1418
232,229194370,47:00.0,-1,2219500,300,47:00.0,0.002608621,100,2218800,2216200,2218800,2216200,2600,2600,1431.251764,1418
233,229239887,47:00.5,1,2216200,200,47:00.9,0.424080676,100,2219300,2216500,2219300,2217000,2800,2300,1496.420177,1444
234,229340833,47:03.5,1,2217300,300,47:03.5,0.003264972,100,2219400,2217800,2219400,2217800,1600,1600,1505.491905,1491
235,229340833,47:03.5,1,2217300,300,47:03.5,0.003725966,100,2219400,2217800,2219400,2217800,1600,1600,1505.491905,1491
236,231130570,51:00.5,-1,2219700,300,51:01.7,1.179402032,200,2219200,2217000,2219200,2217000,2200,2200,1334.23464,1639
237,232088949,52:51.6,-1,2217600,200,52:51.6,0.000509638,100,2216900,2215200,2216900,2215200,1700,1700,1162.980078,1653
238,232995018,54:14.6,1,2214800,200,54:16.0,1.442778776,100,2216900,2215200,2216900,2215200,1700,1700,1222.496471,1873
239,233611984,55:23.9,1,2214200,400,55:23.9,0.009001007,100,2216700,2214600,2216700,2214600,2100,2100,1256.879812,1944
240,233614302,55:23.9,1,2214100,300,55:24.0,0.038328094,100,2216700,2214600,2216500,2214400,2100,2100,1256.879812,1949
241,233620188,55:24.0,1,2213600,200,55:24.0,0.000484904,100,2216700,2214400,2216700,2214400,2300,2300,1256.879812,1959
242,234831452,57:20.6,1,2214600,300,57:21.3,0.657526752,200,2216700,2215200,2216700,2215200,1500,1500,1595.355617,2037
243,234854759,57:22.3,1,2214700,200,57:22.3,0.004177724,100,2216700,2215300,2216700,2215300,1400,1400,1588.002653,2057
244,237128336,01:49.5,1,2211800,200,01:49.5,0.058999276,100,2213500,2212600,2213500,2212600,900,900,1613.052475,2234
245,238485538,05:01.5,1,2210000,400,05:02.7,1.110533302,300,2211600,2210400,2211600,2210400,1200,1200,1483.931045,2158
246,240341512,07:45.4,1,2211200,300,07:45.4,0.001793664,100,2213400,2212500,2213400,2212500,900,900,2336.575364,2360
247,240418831,07:48.9,1,2209900,300,07:48.9,0.000605698,200,2212300,2210500,2212300,2210500,1800,1800,2302.219512,2416
248,240716003,08:21.9,1,2210200,200,08:23.0,1.046120994,100,2212100,2210500,2212100,2210500,1600,1600,2230.553983,2426
249,240841272,08:44.4,1,2210800,200,08:44.6,0.125507037,100,2212600,2212000,2212600,2212000,600,600,2222.092003,2436
250,240850365,08:46.5,1,2210900,300,08:48.6,2.092949177,200,2212600,2212200,2212600,2212000,400,600,2222.092003,2449
251,240858879,08:48.6,1,2210600,200,08:49.8,1.18343133,100,2212600,2212000,2212600,2212000,600,600,2205.45263,2464
252,240875160,08:50.6,1,2210400,400,08:50.6,0.001213656,100,2212600,2211000,2212600,2211000,1600,1600,2166.392005,2482
253,240879715,08:51.6,-1,2213000,200,08:52.1,0.452019695,100,2212700,2211000,2212700,2211000,1700,1700,2159.984761,2496
254,240884128,08:52.6,-1,2213100,200,08:52.9,0.35077476,100,2212700,2211000,2212700,2211000,1700,1700,2159.984761,2499
255,241431171,09:55.1,1,2211100,200,09:55.2,0.102350251,100,2212800,2211500,2212800,2211500,1300,1300,1879.368549,2518
256,241441444,09:55.2,1,2211000,200,09:55.2,0.002890926,100,2212800,2211500,2212800,2211500,1300,1300,1879.368549,2520
257,241564166,10:12.8,1,2210900,300,10:13.7,0.950969218,100,2212800,2211600,2212800,2211600,1200,1200,1853.015689,2544
258,241723779,10:43.4,-1,2212200,400,10:43.4,0.001556824,100,2212100,2210900,2212100,2210900,1200,1200,1779.663512,2506
259,241723779,10:43.4,-1,2212200,400,10:43.4,0.010852207,100,2212100,2210900,2212100,2210900,1200,1200,1779.663512,2506
260,241723779,10:43.4,-1,2212200,400,10:43.4,0.011310492,100,2212100,2210900,2212100,2210900,1200,1200,1779.663512,2506
261,244000610,13:55.4,1,2211300,200,13:55.5,0.117041535,100,2213500,2211900,2213500,2211900,1600,1600,1213.951862,2709
262,244364382,14:35.1,1,2212000,200,14:35.2,0.064099891,100,2214100,2212500,2214100,2212500,1600,1600,1231.616855,2704
263,248295454,19:04.6,-1,2211500,200,19:04.6,0.0044365,100,2211200,2209700,2211200,2209700,1500,1500,1206.269862,3134
264,248300159,19:04.8,-1,2211500,200,19:05.0,0.125833745,100,2211200,2209800,2211200,2209800,1400,1400,1206.269862,3139
265,248505067,19:24.2,-1,2209400,200,19:24.2,0.024036261,100,2208100,2207900,2209200,2207800,200,1400,1240.911768,3057
266,248941173,20:05.8,-1,2209300,200,20:05.8,0.000473594,100,2208700,2206600,2208700,2206600,2100,2100,1458.795873,3186
267,249209582,20:43.6,-1,2210100,200,20:44.5,0.95065476,100,2209800,2208100,2209800,2208100,1700,1700,1471.378521,3280
268,249289712,20:45.3,-1,2210000,200,20:45.5,0.272791487,100,2209800,2207900,2209800,2207800,1900,2000,1489.062668,3303
269,249332263,20:46.7,-1,2210000,200,20:47.0,0.31773337,100,2209800,2207600,2209800,2207600,2200,2200,1503.192965,3316
270,249660104,21:10.6,1,2206500,400,21:10.6,0.01643129,100,2207600,2207100,2207600,2206800,500,800,1555.819707,3406
271,249660104,21:10.6,1,2206500,400,21:10.6,0.017726302,100,2207600,2207100,2207600,2206800,500,800,1555.819707,3406
272,251057955,22:19.1,1,2208400,200,22:19.1,0.000474296,100,2210300,2210000,2210300,2210000,300,300,1787.234719,3734
273,251068663,22:19.9,1,2208300,200,22:19.9,0.000467591,100,2210300,2208900,2210300,2208900,1400,1400,1781.521679,3743
274,252003717,23:35.6,1,2207900,200,23:35.7,0.080837993,100,2210200,2208600,2210200,2208600,1600,1600,1856.73238,3704
275,252148145,23:54.3,1,2208400,400,23:55.6,1.214157909,300,2210300,2209000,2210300,2209000,1300,1300,1853.480026,3626
276,252245616,24:00.6,1,2208900,300,24:01.7,1.147812477,100,2210300,2209400,2210300,2209700,900,600,1855.613746,3599
277,252245616,24:00.6,1,2208900,300,24:01.7,1.148274675,100,2210300,2209400,2210300,2209700,900,600,1855.613746,3599
278,252269344,24:02.7,1,2208900,300,24:03.4,0.631684738,200,2210300,2209700,2210300,2209700,600,600,1857.53091,3589
279,252309351,24:04.8,1,2208700,300,24:04.9,0.073266283,100,2210300,2209400,2210300,2209400,900,900,1854.79704,3600
280,252420558,24:10.9,1,2207900,200,24:11.9,1.048371635,100,2209300,2208800,2209300,2208800,500,500,1842.670497,3633
281,252478872,24:16.8,1,2207900,200,24:17.3,0.450633876,100,2209300,2208800,2209300,2208800,500,500,1842.553244,3649
282,252950859,24:58.5,1,2209300,200,24:58.9,0.345790684,100,2211100,2209400,2211400,2209700,1700,1700,1813.117718,3642
283,253021008,24:59.7,1,2209300,200,24:59.8,0.150550458,100,2211100,2209700,2211100,2209700,1400,1400,1813.117718,3673
284,253067090,25:00.6,1,2209700,200,25:00.8,0.181423561,100,2211400,2209800,2211400,2209800,1600,1600,1812.064195,3682
285,258717112,33:07.9,1,2208400,200,33:08.3,0.352587668,100,2210000,2208900,2210000,2209000,1100,1000,1241.568508,3583
286,259815615,34:13.1,-1,2208500,200,34:13.4,0.307821532,100,2208300,2206800,2208300,2206800,1500,1500,1198.857987,3735
287,261687726,36:07.7,1,2205800,200,36:07.9,0.218660241,100,2207800,2206600,2207800,2206600,1200,1200,1411.059498,3670
288,262704570,37:11.3,-1,2211200,300,37:11.3,0.019180384,100,2210600,2208700,2210600,2208700,1900,1900,1416.928498,3485
289,262747401,37:14.4,-1,2211100,200,37:14.4,0.001389834,100,2210600,2208900,2210600,2208900,1700,1700,1414.40105,3493
290,263283976,37:55.2,-1,2211400,300,37:55.5,0.24344914,100,2211000,2209800,2211000,2209800,1200,1200,1378.411779,3409
291,263283976,37:55.2,-1,2211400,300,37:55.6,0.386898642,100,2211000,2209800,2210900,2209800,1200,1100,1378.411779,3409
292,263325169,37:58.6,-1,2211200,200,37:58.7,0.122702085,100,2211000,2209200,2211000,2209200,1800,1800,1374.828445,3427
293,263640418,38:24.3,1,2208300,200,38:24.3,0.017638604,100,2210000,2208800,2210000,2208800,1200,1200,1365.039665,3420
294,264023294,38:37.0,-1,2212400,200,38:37.1,0.140626144,100,2211300,2210100,2211500,2210600,1200,900,1403.212095,3429
295,264171552,38:49.2,-1,2211500,200,38:49.2,0.022957896,100,2210800,2209100,2210800,2209100,1700,1700,1402.985023,3465
296,264185562,38:50.5,-1,2211500,200,38:50.5,0.000465359,100,2210700,2209100,2210700,2209100,1600,1600,1402.985023,3475
297,264485276,38:55.7,-1,2210300,200,38:55.7,0.011995017,100,2209400,2208200,2209400,2208200,1200,1200,1397.114213,3539
298,266940377,41:28.5,1,2209200,300,41:28.5,0.001377498,100,2210900,2210000,2210900,2210000,900,900,1352.063381,3617
299,268757466,43:56.6,1,2210200,200,43:57.6,1.001818296,100,2212200,2211300,2212200,2211300,900,900,1573.625028,3441
300,269555851,44:58.3,1,2211100,200,44:59.9,1.616733317,100,2213000,2212100,2213000,2212100,900,900,1660.700406,3562
301,270357328,45:31.8,-1,2212500,200,45:31.8,0.00293108,100,2212000,2210800,2212000,2210800,1200,1200,1684.392764,3583
302,270388420,45:32.7,-1,2212700,200,45:32.7,0.0004827,100,2212000,2210800,2212000,2210800,1200,1200,1684.392764,3599
303,270812511,45:59.3,1,2210300,200,45:59.3,0.000476802,100,2212600,2211100,2212600,2211100,1500,1500,1717.325361,3559
304,270859146,46:02.4,1,2210600,200,46:03.6,1.191943204,100,2212600,2211300,2212600,2211300,1300,1300,1718.280076,3583
305,270880396,46:03.7,1,2210500,200,46:05.0,1.333855152,100,2212600,2211300,2212200,2211300,1300,900,1718.280076,3588
306,271042141,46:14.5,-1,2212800,200,46:14.8,0.321825058,100,2212000,2210700,2212100,2210700,1300,1400,1724.733845,3637
307,271168179,46:22.7,1,2210300,200,46:23.4,0.639969284,100,2212200,2211600,2212700,2211600,600,1100,1722.760449,3681
308,271208848,46:25.6,1,2210500,200,46:25.6,0.000561841,100,2212000,2211600,2212000,2211600,400,400,1727.254547,3694
309,271834067,46:57.0,1,2210300,200,46:57.2,0.213506762,100,2212500,2211000,2212500,2211000,1500,1500,1726.74322,3707
310,272246348,47:17.1,1,2210600,200,47:17.4,0.22857839,100,2212500,2211100,2212500,2211200,1400,1300,1720.350814,3739
311,272296802,47:17.7,1,2210900,200,47:17.7,0.030355265,100,2212500,2211400,2212600,2211400,1100,1200,1720.350814,3749
312,272487828,47:25.3,1,2210700,200,47:25.8,0.511718495,100,2212600,2211800,2212600,2211800,800,800,1725.301377,3853
313,272739613,47:45.5,-1,2211300,200,47:46.5,1.016511014,100,2209900,2209600,2211000,2209600,300,1400,1701.743103,3951
314,272747863,47:46.5,-1,2211500,300,47:46.5,0.015012534,100,2210000,2209600,2211000,2209600,400,1400,1700.425095,3957
315,272896992,47:58.7,1,2207400,200,47:59.9,1.126712396,100,2209800,2208600,2209800,2208600,1200,1200,1710.145215,4012
316,272941213,48:02.0,1,2207700,200,48:02.6,0.590366761,100,2209700,2208700,2209700,2208700,1000,1000,1708.791226,4010
317,272984543,48:06.6,1,2207500,200,48:06.7,0.180953287,100,2209700,2208700,2209700,2208700,1000,1000,1709.696887,4010
318,273145352,48:10.2,1,2208200,200,48:10.3,0.120913776,100,2210000,2209500,2210000,2209500,500,500,1697.190855,4030
319,273822073,48:52.3,1,2207500,200,48:52.6,0.263762822,100,2209300,2208200,2209300,2208200,1100,1100,1723.276179,4030
320,273826537,48:52.6,1,2207400,200,48:52.8,0.181100088,100,2209300,2208200,2209300,2208200,1100,1100,1723.276179,4031
321,273829188,48:52.9,1,2207300,200,48:53.2,0.307476028,100,2209300,2208200,2209600,2208200,1100,1400,1723.276179,4034
322,274226844,49:16.0,1,2208600,200,49:16.0,0.001357531,100,2210200,2209300,2210400,2209300,900,1100,1719.318596,4001
323,274599834,49:39.4,1,2207600,200,49:39.4,0.030052219,100,2209200,2208500,2209200,2208500,700,700,1493.2869,3925
324,275006959,50:01.8,1,2208900,200,50:02.2,0.390028628,100,2211000,2209500,2211000,2209100,1500,1900,1437.223936,4025
325,275287764,50:09.2,1,2209100,200,50:09.2,0.000461975,100,2210900,2210600,2210900,2210600,300,300,1390.813823,4080
326,275548481,50:21.8,1,2208900,400,50:32.5,10.67636939,100,2210500,2209500,2210200,2209400,1000,800,1364.397489,4100
327,275548481,50:21.8,1,2208900,400,50:32.5,10.67682605,100,2210500,2209500,2210200,2209400,1000,800,1364.397489,4100
328,275708559,50:34.3,1,2207800,300,50:34.3,0.001228821,100,2209800,2208600,2209800,2208600,1200,1200,1345.842319,4135
329,275841483,50:47.3,-1,2211000,300,50:47.3,0.008330926,100,2209800,2208400,2209800,2208400,1400,1400,1345.183007,4154
330,276016423,50:56.9,1,2208200,200,50:56.9,0.001273689,100,2210200,2209000,2210100,2209000,1200,1100,1325.463387,4101
331,276213514,51:09.1,1,2209100,200,51:09.6,0.499220819,100,2210800,2209900,2210800,2209900,900,900,1270.486642,4083
332,278443627,52:56.1,-1,2207800,200,52:56.1,0.002990783,100,2207100,2205500,2207100,2205500,1600,1600,1687.462388,4206
333,279383340,53:47.2,1,2205100,300,53:47.2,0.000468401,200,2206700,2206100,2206700,2206100,600,600,1870.723191,4130
334,280776581,55:04.1,1,2207100,200,55:04.7,0.539713186,100,2208800,2207900,2208800,2208200,900,600,1960.481705,4003
335,280821524,55:04.9,1,2207000,200,55:05.0,0.099366013,100,2208800,2208200,2208800,2208200,600,600,1969.590833,4008
336,280940784,55:06.4,1,2207400,200,55:06.5,0.077860146,100,2209600,2208500,2209600,2208500,1100,1100,1968.083299,4016
337,280943766,55:06.5,1,2207300,200,55:06.8,0.334501951,100,2209600,2208500,2209600,2208500,1100,1100,1968.083299,4018
338,281835804,55:39.8,-1,2209100,200,55:39.8,0.000542401,100,2208600,2207100,2208600,2207100,1500,1500,1973.120273,3974
339,285251964,58:49.3,-1,2208800,200,58:49.9,0.679241031,100,2207500,2206800,2207500,2206900,700,600,1803.909668,3952
